"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ESV2085","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Tremellodendropsidales",NA,NA,NA
"ESV2088","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__pisciphila"
"ESV2089","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascobolaceae","g__Ascobolus",NA
"ESV2090","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2091","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__bactrocephalum"
"ESV2092","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2094","k__Fungi","p__Rozellomycota",NA,NA,NA,NA,NA
"ESV2095","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__fatshederae"
"ESV2096","k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Hoehnelomycetaceae","g__Atractiella","s__solani"
"ESV2097","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Sphaerobolaceae","g__Sphaerobolus","s__ingoldii"
"ESV2100","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales",NA,NA,NA
"ESV2101","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ESV2102","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2103","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2104","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV2106","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ESV2107","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__arrhenii"
"ESV2108","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Stephanosporaceae","g__Myriococcum","s__thermophilum"
"ESV2112","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Aspergillus",NA
"ESV2116","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Sporoschisma",NA
"ESV2119","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Phacidiales","f__Phacidiaceae","g__Gremmenia","s__infestans"
"ESV2120","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Papulaspora","s__equi"
"ESV2121","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2122","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Neocosmospora","s__falciformis"
"ESV2123","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__rosarum"
"ESV2125","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2126","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA
"ESV2127","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2129","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__muriae"
"ESV2130","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA
"ESV2131","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV2132","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2133","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2134","k__Fungi","p__Basidiomycota","c__Microbotryomycetes",NA,NA,NA,NA
"ESV2135","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA
"ESV2136","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2137","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV2138","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2139","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Serendipitaceae","g__Serendipita",NA
"ESV2140","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__tenerifae"
"ESV2141","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Scytalidium","s__sphaerosporum"
"ESV2142","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Eremomycetaceae","g__Arthrographis","s__longispora"
"ESV2143","k__Fungi","p__Zoopagomycota",NA,NA,NA,NA,NA
"ESV2144","k__Fungi","p__Zoopagomycota",NA,NA,NA,NA,NA
"ESV2145","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2146","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2147","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Clitopilus","s__prunulus"
"ESV2148","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Pseudorobillarda","s__phragmitis"
"ESV2149","k__Fungi","p__Basidiomycota","c__Tremellomycetes",NA,NA,NA,NA
"ESV2150","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"ESV2154","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV2156","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Neosetophoma","s__rosarum"
"ESV2157","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV2158","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2159","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Papulaspora","s__equi"
"ESV2160","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","g__Rhizophlyctis","s__rosea"
"ESV2161","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Mariannaea","s__camptospora"
"ESV2162","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Edenia","s__gomezpompae"
"ESV2163","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__salmonis"
"ESV2164","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__irregularis"
"ESV2166","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2167","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2168","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2169","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium",NA
"ESV2170","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2171","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Diversisporaceae",NA,NA
"ESV2172","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2173","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Chaetosphaeriales","f__Chaetosphaeriaceae","g__Chaetosphaeria","s__vermicularioides"
"ESV2174","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Agrocybe","s__pediades"
"ESV2179","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__isomera"
"ESV2180","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2181","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2182","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ESV2186","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Arthrobotrys",NA
"ESV2187","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Schizothecium","s__curvuloides"
"ESV2189","k__Fungi","p__Ascomycota","c__GS37",NA,NA,NA,NA
"ESV2190","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__paspali"
"ESV2191","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2192","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV2193","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizales_fam_Incertae_sedis","g__Trichobolus","s__zukalii"
"ESV2194","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae"
"ESV2196","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales",NA,NA,NA
"ESV2197","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV2199","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__kurunegalense"
"ESV2200","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ESV2201","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__laccatum"
"ESV2202","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__apala"
"ESV2203","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2204","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA
"ESV2205","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__laccatum"
"ESV2206","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ESV2207","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2208","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA
"ESV2209","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Spiromastix",NA
"ESV2211","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__bactrocephalum"
"ESV2216","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2219","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"ESV2220","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2224","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Acremonium",NA
"ESV2225","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber","s__brevisporus"
"ESV2226","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ESV2227","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__laccatum"
"ESV2228","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Kurtzmanomyces",NA
"ESV2229","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2230","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA
"ESV2232","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2233","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Mycothermus","s__thermophilus"
"ESV2234","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Halomycetaceae","g__Paranamyces","s__uniporus"
"ESV2235","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2236","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2237","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2238","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2239","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium",NA
"ESV2240","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2241","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV2243","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV2244","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae",NA,NA
"ESV2245","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2246","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae"
"ESV2247","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae","g__Geminibasidium",NA
"ESV2248","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2250","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2251","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Volutella",NA
"ESV2252","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__olsonii"
"ESV2253","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis",NA
"ESV2254","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ESV2255","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium","s__senticosum"
"ESV2256","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma",NA
"ESV2257","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"ESV2258","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2259","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__flanaganii"
"ESV2261","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2262","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma",NA
"ESV2263","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Melanosporales","f__Ceratostomataceae","g__Harzia",NA
"ESV2265","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2267","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__peltigerae"
"ESV2268","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Didymosphaeria",NA
"ESV2269","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ESV2271","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA
"ESV2274","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2276","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Dactylonectria","s__anthuriicola"
"ESV2277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Dictyosporium","s__stellatum"
"ESV2278","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Parafabraea","s__caliginosa"
"ESV2281","k__Fungi","p__Basidiomycota","c__Microbotryomycetes",NA,NA,NA,NA
"ESV2282","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2283","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2284","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__victoriae"
"ESV2287","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Stagonosporopsis","s__lupini"
"ESV2290","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA
"ESV2291","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2292","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__capitata"
"ESV2294","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2295","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2296","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV2297","k__Fungi","p__Zoopagomycota",NA,NA,NA,NA,NA
"ESV2298","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__dolichospermus"
"ESV2301","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2303","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Helicosporium",NA
"ESV2304","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Onygenales_fam_Incertae_sedis","g__Chrysosporium","s__pseudomerdarium"
"ESV2306","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Podospora","s__multipilosa"
"ESV2307","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Urocystidales","f__Urocystidaceae",NA,NA
"ESV2311","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__pisciphila"
"ESV2313","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV2314","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2315","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2316","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Aspergillaceae","g__Penicillium",NA
"ESV2317","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2320","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Chionosphaeraceae","g__Kurtzmanomyces",NA
"ESV2322","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Papulaspora","s__equi"
"ESV2323","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Westerdykella",NA
"ESV2326","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Preussia","s__tenerifae"
"ESV2328","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Bannoa","s__ogasawarensis"
"ESV2330","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Chytridiales","f__Chytridiales_fam_Incertae_sedis","g__Delfinachytrium","s__mesopotamicum"
"ESV2331","k__Fungi","p__Basidiomycota","c__Ustilaginomycetes","o__Urocystidales","f__Glomosporiaceae","g__Thecaphora","s__seminis-convolvuli"
"ESV2332","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2333","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Funneliformis",NA
"ESV2334","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Onygenales","f__Gymnoascaceae","g__Leucothecium","s__emdenii"
"ESV2336","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__rhaphiolepidis"
"ESV2337","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae",NA,NA
"ESV2338","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2340","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Glomerellales","f__Plectosphaerellaceae",NA,NA
"ESV2341","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2343","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2344","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis","g__Sarocladium","s__bactrocephalum"
"ESV2345","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__laccatum"
"ESV2347","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2348","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Simplicillium","s__aogashimaense"
"ESV2350","k__Fungi","p__Monoblepharomycota","c__Sanchytriomycetes","o__Sanchytriales","f__Sanchytriaceae","g__Sanchytrium",NA
"ESV2352","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Agrocybe","s__pediades"
"ESV2353","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Ramicandelaber",NA
"ESV2354","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__circinelloides"
"ESV2355","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Thelebolaceae","g__Thelebolus","s__globosus"
"ESV2356","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Branch06",NA,NA,NA
"ESV2358","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Conioscyphales","f__Conioscyphaceae","g__Conioscypha","s__bambusicola"
"ESV2359","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ESV2360","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella","s__sulcatotuberculosa"
"ESV2361","k__Fungi","p__Zoopagomycota","c__Zoopagomycetes","o__Zoopagales","f__Piptocephalidaceae","g__Syncephalis",NA
"ESV2364","k__Fungi","p__Basidiobolomycota","c__Basidiobolomycetes","o__Basidiobolales",NA,NA,NA
"ESV2367","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"ESV2368","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces",NA
"ESV2369","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma",NA
"ESV2370","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__guehoae"
"ESV2372","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae",NA,NA
"ESV2375","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2376","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2378","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"ESV2380","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Articulospora","s__proliferata"
"ESV2381","k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA
"ESV2382","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2383","k__Fungi","p__Ascomycota","c__Eurotiomycetes",NA,NA,NA,NA
"ESV2385","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2386","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ESV2388","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ESV2390","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","g__Rhizoctonia",NA
"ESV2391","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Melanommataceae","g__Herpotrichia","s__juniperi"
"ESV2392","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"ESV2393","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Dictyosporiaceae","g__Pseudocoleophoma",NA
"ESV2394","k__Fungi","p__Kickxellomycota","c__Kickxellomycetes","o__Kickxellales","f__Kickxellaceae","g__Spiromyces","s__aspiralis"
"ESV2395","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Phomatosporales","f__Phomatosporaceae","g__Phomatospora","s__biseriata"
"ESV2397","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Cylindrocarpon",NA
"ESV2398","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__laccatum"
"ESV2401","k__Fungi","p__Chytridiomycota","c__GS13",NA,NA,NA,NA
"ESV2403","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ESV2404","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascodesmidaceae","g__Eleutherascus","s__lectardii"
"ESV2405","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__abortivum"
