"fin.ESV.names" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"13548" "ESV13548" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "Stenotrophobacter"
"13549" "ESV13549" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Mucilaginibacter"
"13550" "ESV13550" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"13551" "ESV13551" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"13552" "ESV13552" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"13553" "ESV13553" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Xenophilus"
"13554" "ESV13554" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Chryseolinea"
"13555" "ESV13555" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"13556" "ESV13556" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Xiphinematobacteraceae" "Candidatus_Xiphinematobacter"
"13557" "ESV13557" "Bacteria" "Acidobacteria" "Subgroup_5" NA NA NA
"13558" "ESV13558" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"13559" "ESV13559" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13560" "ESV13560" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" NA
"13561" "ESV13561" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"13562" "ESV13562" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Rhizocola"
"13563" "ESV13563" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacterales_Incertae_Sedis" "Terrimicrobium"
"13564" "ESV13564" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Hyphomicrobium"
"13565" "ESV13565" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Microbacteriaceae" NA
"13566" "ESV13566" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13567" "ESV13567" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Rummeliibacillus"
"13568" "ESV13568" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13569" "ESV13569" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"13570" "ESV13570" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Actimicrobium"
"13571" "ESV13571" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"13572" "ESV13572" "Bacteria" "Acidobacteria" "Subgroup_17" NA NA NA
"13573" "ESV13573" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Chryseolinea"
"13574" "ESV13574" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Skermanella"
"13575" "ESV13575" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"13576" "ESV13576" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"13577" "ESV13577" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Ferruginibacter"
"13578" "ESV13578" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Pseudomonadaceae" "Pseudomonas"
"13579" "ESV13579" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Chryseolinea"
"13580" "ESV13580" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"13581" "ESV13581" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Myxococcaceae" NA
"13582" "ESV13582" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium"
"13583" "ESV13583" "Bacteria" "Chloroflexi" NA NA NA NA
"13584" "ESV13584" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"13585" "ESV13585" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"13586" "ESV13586" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13587" "ESV13587" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"13588" "ESV13588" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"13589" "ESV13589" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"13590" "ESV13590" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"13591" "ESV13591" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"13592" "ESV13592" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Roseimicrobium"
"13593" "ESV13593" "Bacteria" "Tectomicrobia" NA NA NA NA
"13594" "ESV13594" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"13595" "ESV13595" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"13596" "ESV13596" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"13597" "ESV13597" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"13598" "ESV13598" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"13599" "ESV13599" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"13600" "ESV13600" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13601" "ESV13601" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"13602" "ESV13602" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Luteimonas"
"13603" "ESV13603" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"13604" "ESV13604" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"13605" "ESV13605" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"13606" "ESV13606" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"13607" "ESV13607" "Bacteria" "Actinobacteria" "Actinobacteria" "Corynebacteriales" "Mycobacteriaceae" "Mycobacterium"
"13608" "ESV13608" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"13609" "ESV13609" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Aeromicrobium"
"13610" "ESV13610" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"13611" "ESV13611" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13612" "ESV13612" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13613" "ESV13613" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"13614" "ESV13614" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13615" "ESV13615" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Rummeliibacillus"
"13616" "ESV13616" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Iamia"
"13617" "ESV13617" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13618" "ESV13618" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"13619" "ESV13619" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"13620" "ESV13620" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Rhizocola"
"13621" "ESV13621" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13622" "ESV13622" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"13623" "ESV13623" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"13624" "ESV13624" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"13625" "ESV13625" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"13626" "ESV13626" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium"
"13627" "ESV13627" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Anaeromyxobacter"
"13628" "ESV13628" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"13629" "ESV13629" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"13630" "ESV13630" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"13631" "ESV13631" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13632" "ESV13632" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas"
"13633" "ESV13633" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13634" "ESV13634" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"13635" "ESV13635" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"13636" "ESV13636" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13637" "ESV13637" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"13638" "ESV13638" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"13639" "ESV13639" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13640" "ESV13640" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"13641" "ESV13641" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiales_Incertae_Sedis" "Rhizomicrobium"
"13642" "ESV13642" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"13643" "ESV13643" NA NA NA NA NA NA
"13644" "ESV13644" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Virgisporangium"
"13645" "ESV13645" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Noviherbaspirillum"
"13646" "ESV13646" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13647" "ESV13647" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"13648" "ESV13648" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13649" "ESV13649" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"13650" "ESV13650" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"13651" "ESV13651" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"13652" "ESV13652" "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" NA
"13653" "ESV13653" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"13654" "ESV13654" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"13655" "ESV13655" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira"
"13656" "ESV13656" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira"
"13657" "ESV13657" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13658" "ESV13658" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13659" "ESV13659" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Sorangium"
"13660" "ESV13660" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptosporangiales" "Streptosporangiaceae" "Streptosporangium"
"13661" "ESV13661" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"13662" "ESV13662" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"13663" "ESV13663" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"13664" "ESV13664" "Bacteria" "Acidobacteria" "Subgroup_5" NA NA NA
"13665" "ESV13665" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"13666" "ESV13666" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Neo-b11" NA
"13667" "ESV13667" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Alcaligenaceae" "Achromobacter"
"13668" "ESV13668" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"13669" "ESV13669" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Duganella"
"13670" "ESV13670" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13671" "ESV13671" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"13672" "ESV13672" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"13673" "ESV13673" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13674" "ESV13674" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Dyadobacter"
"13675" "ESV13675" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingopyxis"
"13676" "ESV13676" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira"
"13677" "ESV13677" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Terrimonas"
"13678" "ESV13678" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Anaeromyxobacter"
"13679" "ESV13679" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Amycolatopsis"
"13680" "ESV13680" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Isosphaera"
"13681" "ESV13681" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"13682" "ESV13682" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIV" "FamilyI" NA
"13683" "ESV13683" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus"
"13684" "ESV13684" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"13685" "ESV13685" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"13686" "ESV13686" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"13687" "ESV13687" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"13688" "ESV13688" "Bacteria" "Acidobacteria" "Subgroup_17" NA NA NA
"13689" "ESV13689" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"13690" "ESV13690" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"13691" "ESV13691" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13692" "ESV13692" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"13693" "ESV13693" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"13694" "ESV13694" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"13695" "ESV13695" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" NA
"13696" "ESV13696" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"13697" "ESV13697" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"13698" "ESV13698" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"13699" "ESV13699" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"13700" "ESV13700" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"13701" "ESV13701" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13702" "ESV13702" "Bacteria" "Ignavibacteriae" "Ignavibacteria" "Ignavibacteriales" "BSV26" NA
"13703" "ESV13703" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13704" "ESV13704" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Frankiaceae" "Jatrophihabitans"
"13705" "ESV13705" "Bacteria" "Acidobacteria" "Subgroup_5" NA NA NA
"13706" "ESV13706" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"13707" "ESV13707" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"13708" "ESV13708" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"13709" "ESV13709" "Bacteria" "Parcubacteria" NA NA NA NA
"13710" "ESV13710" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Gemmata"
"13711" "ESV13711" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"13712" "ESV13712" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"13713" "ESV13713" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Singulisphaera"
"13714" "ESV13714" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_7" NA NA
"13715" "ESV13715" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"13716" "ESV13716" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"13717" "ESV13717" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13718" "ESV13718" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"13719" "ESV13719" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13720" "ESV13720" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Isosphaera"
"13721" "ESV13721" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"13722" "ESV13722" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Altererythrobacter"
"13723" "ESV13723" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus"
"13724" "ESV13724" "Bacteria" "Actinobacteria" "Actinobacteria" "Kineosporiales" "Kineosporiaceae" "Kineosporia"
"13725" "ESV13725" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia"
"13726" "ESV13726" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"13727" "ESV13727" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"13728" "ESV13728" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"13729" "ESV13729" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Candidatus_Alysiosphaera"
"13730" "ESV13730" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"13731" "ESV13731" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"13732" "ESV13732" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pir4_lineage"
"13733" "ESV13733" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "AKYH767" NA
"13734" "ESV13734" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Chryseobacterium"
"13735" "ESV13735" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" "Nitrosospira"
"13736" "ESV13736" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"13737" "ESV13737" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "ABS-19" NA
"13738" "ESV13738" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"13739" "ESV13739" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"13740" "ESV13740" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"13741" "ESV13741" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"13742" "ESV13742" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"13743" "ESV13743" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"13744" "ESV13744" "Bacteria" "Acidobacteria" "Subgroup_25" NA NA NA
"13745" "ESV13745" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"13746" "ESV13746" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Oryzihumus"
"13747" "ESV13747" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Lysobacter"
"13748" "ESV13748" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"13749" "ESV13749" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"13750" "ESV13750" "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus"
